VIN (1-10),County,City,Model Year,Make,Model,Electric Vehicle Type,Electric Range,Vehicle Location
W1KCG5FBXP,King,Seattle,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
7SAYGDEE9R,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5UXKT0C54J,King,Bellevue,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13,POINT (-122.1872 47.61001)
WP0AC2Y10L,King,Kirkland,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),192,POINT (-122.22901 47.72201)
7SAYGAEE9R,Clark,La Center,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.67248 45.86156)
5YJ3E1EA3L,King,Shoreline,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266,POINT (-122.36498 47.72238)
KM8KRDDF3R,King,Seattle,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
KNDCC3LG5L,King,Kirkland,2020,KIA,NIRO,Battery Electric Vehicle (BEV),239,POINT (-122.2066 47.67887)
5YJYGAEE8M,Cowlitz,Kalama,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.84226 46.00813)
5YJ3E1EB8J,Island,Oak Harbor,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.64682 48.29077)
5YJ3E1EB7J,King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.34223 47.61085)
7SAYGDEE0R,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
1V2WNPE8XP,King,Seattle,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
7SAYGDEE6R,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
